Id,Label,timeset,dominant_topic,color,color_cluster,pub_sum,pub_weighted,pub_w_4,filter_>=2,label_size,node_size,modularity_class,eigencentrality,clustering,triangles
3904,"Kulvicki, John",,E-Perception (10),"#F9D849","#FDF176",2,,,,2,1,13,0.005475,0.542857,114
3910,"Kuorikoski, Jaakko",,F-Explanation (16),"#F7CD7F","#F4B74C",11,,,,7,3,13,0.019235,0.465465,310
3915,"Kusch, Martin",,H-Social (18),"#8D6E63","#A1887F",12,,,,11,3,19,0.085738,0.704261,1124
3917,"Kutach, Douglas N.",,G-Quantum (14),"#EF8864","#EF8864",4,,,,4,2,26,0.904755,0.856634,4326
3921,"Kuukkanen, Jouni-Matti",,H-Social (18),"#8D6E63","#A1887F",7,,,,7,3,19,0.091739,0.662862,1510
3925,"Kvasz, Ladislav",,A-Mathematical (15),"#53B6AC","#53B6AC",3,,,,3,2,12,0.000178,0,0
3929,"Kyburg, Henry E.",,C-Probability (9),"#AED681","#AED681",21,,,,3,2,15,0.079696,0.676503,1238
3934,"Kölbel, Max",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.034254,0.788124,584
3953,"Lacey, Hugh M.",,H-Social (18),"#8D6E63","#A1887F",5,,,,3,2,19,0.091337,0.64237,1507
3959,"Ladyman, James",,B-Scientific-theory (1),"#66BC6A","#81C884",11,,,,9,3,22,0.012236,0.712251,250
3978,"Lalor, Brendan",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.003198,0.333333,5
3980,"Lam, Vincent",,G-Quantum (14),"#EF8864","#EF8864",9,,,,7,3,26,0.944704,0.8072,4664
3997,"Landry, Elaine",,A-Mathematical (15),"#53B6AC","#53B6AC",4,,,,4,2,12,0.006779,0.683824,93
4008,"Lange, Marc",,C-Confirmation (20),"#DCEDC8","#AED681",16,,,,13,4,13,0.001374,0,0
4013,"Langsam, Harold",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.509147,0.888889,2880
4022,"Laraudogoitia, Jon Pérez",,G-Quantum (14),"#EF8864","#EF8864",22,,,,21,5,26,0.732407,0.935731,2810
4024,"Larvor, Brendan",,H-Social (18),"#8D6E63","#A1887F",4,,,,3,2,19,0.066389,0.755782,817
4042,"Laudisa, Federico",,G-Quantum (14),"#EF8864","#EF8864",5,,,,4,2,26,0.967318,0.853583,4932
4048,"Lauth, Bernhard",,A-Formal (4),"#B2DFDB","#53B6AC",9,,,,2,1,12,0.024077,0.604396,55
4069,"Le Morvan, Pierre",,B-Knowledge (21),"#81C884","#81C884",5,,,,5,2,5,0.59649,0.852448,3969
4070,"Le Poidevin, Robin",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.047178,0.796923,259
4084,"Lee, Byeong D.",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.432427,0.912643,2079
4093,"Lee, Wang-Yen",,B-Scientific-theory (1),"#66BC6A","#81C884",2,,,,2,1,22,0.013768,0.659274,327
4094,"Leeds, Stephen",,G-Quantum (14),"#EF8864","#EF8864",13,,,,5,2,26,0.98422,0.778642,5104
4100,"Lehmkuhl, Dennis",,G-Quantum (14),"#EF8864","#EF8864",2,,,,2,1,26,0.962792,0.845621,4886
4102,"Lehoux, Daryn",,H-Classics (24),"#D8CCC7","#A1887F",2,,,,2,1,2,0.005046,0.695238,73
4103,"Lehrer, Keith",,B-Knowledge (21),"#81C884","#81C884",15,,,,2,1,5,0.583666,0.892941,3820
4104,"Lehtinen, Aki",,C-Experiment (12),"#C5E2A5","#AED681",4,,,,2,2,9,0.01046,0.462451,117
4107,"Leiber, Theodor",,E-Neurosciences (13),"#DCE875","#FDF176",2,,,,2,1,13,0.017084,0.3,3
4111,"Leitgeb, Hannes",,A-Formal (4),"#B2DFDB","#53B6AC",8,,,,7,3,12,0.006593,0.626374,57
4119,"Leng, Mary",,B-Scientific-theory (1),"#66BC6A","#81C884",2,,,,2,1,22,0.00806,0.547368,104
4120,"Lenhard, Johannes",,C-Experiment (12),"#C5E2A5","#AED681",5,,,,5,2,9,0.010884,0.584416,135
4133,"Leonelli, Sabina",,C-Experiment (12),"#C5E2A5","#AED681",8,,,,6,2,19,0.022413,0.470769,153
4142,"Leuenberger, Stephan",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.124778,0.774802,1765
4143,"Leuridan, Bert",,F-Explanation (16),"#F7CD7F","#F4B74C",6,,,,4,2,13,0.017664,0.352632,67
4144,"Leuschner, Anna",,H-Social (18),"#8D6E63","#A1887F",4,,,,4,2,19,0.061025,0.659574,713
4148,"Levi, Isaac",,C-Probability (9),"#AED681","#AED681",38,,,,14,4,15,0.039147,0.500711,352
4151,"Levin, Michael",,B-Knowledge (21),"#81C884","#81C884",5,,,,2,1,5,0.406568,0.823157,1820
4154,"Levine, Alex",,B-Arguments (22),"#97D8A3","#81C884",2,,,,2,1,14,0,0,0
4159,"Levinstein, Benjamin Anders",,C-Probability (9),"#AED681","#AED681",2,,,,2,1,15,0.086639,0.727087,1420
4161,"Levy, Arnon",,F-Explanation (16),"#F7CD7F","#F4B74C",5,,,,3,2,13,0.028723,0.475641,371
4167,"Levy, Neil",,B-Knowledge (21),"#81C884","#81C884",3,,,,3,2,5,0.55884,0.835165,3496
4169,"Lewens, Tim",,E-Evolution (5),"#FEFAC4","#FDF176",5,,,,5,2,25,0.200603,0.849696,2233
4176,"Lewis, Peter J.",,G-Quantum (14),"#EF8864","#EF8864",12,,,,12,3,26,0.921962,0.82326,4495
4193,"Liggins, David",,B-Arguments (22),"#97D8A3","#81C884",4,,,,4,2,12,0.007717,0.35,42
4216,"Linnebo, Øystein",,A-Formal (4),"#B2DFDB","#53B6AC",3,,,,2,1,12,0.007846,0.447619,47
4217,"Linquist, Stefan",,E-Evolution (5),"#FEFAC4","#FDF176",3,,,,3,2,25,0.157132,0.87987,1355
4221,"Lipton, Peter",,B-Arguments (22),"#97D8A3","#81C884",5,,,,3,2,5,0.231636,0.764103,596
4223,"List, Christian",,D-Agent-decision (8),"#DCE875","#DCE875",8,,,,6,2,24,0.021833,0.625397,394
4228,"Littlejohn, Clayton",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.615961,0.801447,4210
4230,"Liu, Chuang",,G-Quantum (14),"#EF8864","#EF8864",18,,,,15,4,26,0.80061,0.778083,3401
4233,"Livanios, Vassilios",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.169815,0.72381,1748
4240,"Lloyd, Elisabeth A.",,E-Evolution (5),"#FEFAC4","#FDF176",15,,,,6,3,9,0.019769,0.528409,279
4245,"Lockard, Matthew",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.595019,0.86886,3962
4248,"Lockwood, Michael",,G-Quantum (14),"#EF8864","#EF8864",3,,,,3,2,26,0.960877,0.842506,4868
4250,"Loeb, Iris",,A-Language (17),"#80CBC4","#53B6AC",4,,,,4,2,12,0.004065,0.43956,40
4254,"Loeffler, Ronald",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.026056,0.756757,532
4255,"Loettgers, Andrea",,F-Explanation (16),"#F7CD7F","#F4B74C",4,,,,2,1,13,0.025561,0.426829,350
4257,"Loew, Christian",,F-Causation (19),"#FFDFAC","#F4B74C",3,,,,3,2,9,0.012376,0.630542,256
4258,"Loewer, Barry",,C-Probability (9),"#AED681","#AED681",13,,,,3,2,15,0.0081,0.444444,16
4268,"Lombardi, Olimpia",,G-Quantum (14),"#EF8864","#EF8864",10,,,,4,2,26,0.780029,0.926277,3229
4272,"Longino, Helen E.",,H-Social (18),"#8D6E63","#A1887F",11,,,,6,2,19,0.095433,0.655936,1630
4280,"Lorenzano, Pablo",,A-Formal (4),"#B2DFDB","#53B6AC",3,,,,2,1,12,0.002972,0.5,3
4283,"Lorini, Emiliano",,A-Truth (23),"#439788","#53B6AC",4,,,,2,2,12,0.011864,0.633987,97
4291,"Love, Alan C.",,E-Evolution (5),"#FEFAC4","#FDF176",6,,,,4,2,25,0.085961,0.665718,468
4292,"Lowe, E. J.",,F-Property (2),"#F4B74C","#F4B74C",4,,,,3,2,4,0.127228,0.768116,1855
4307,"Ludwig, David",,H-Social (18),"#8D6E63","#A1887F",7,,,,7,3,19,0.040425,0.445652,123
4326,"Lutz, Sebastian",,A-Formal (4),"#B2DFDB","#53B6AC",7,,,,7,3,12,0.001075,0.4,4
4336,"Lyon, Aidan",,C-Probability (9),"#AED681","#AED681",3,,,,3,2,15,0.080295,0.796992,1272
4339,"Lyons, Timothy D.",,B-Scientific-theory (1),"#66BC6A","#81C884",8,,,,8,3,22,0.014214,0.657754,369
4340,"Lyre, Holger",,G-Quantum (14),"#EF8864","#EF8864",7,,,,6,2,26,0.965583,0.790701,4915
4343,"López De Sa, Dan",,A-Sentence (7),"#4BA69A","#53B6AC",3,,,,3,2,17,0.029243,0.763066,657
4358,"MacBride, Fraser",,A-Mathematical (15),"#53B6AC","#53B6AC",2,,,,2,1,12,0.010869,0.609687,214
4363,"MacFarlane, John",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.036381,0.73403,632
4371,"MacLeod, Christine",,H-History (0),"#BCAAA4","#A1887F",3,,,,2,1,19,0.008138,0.714286,165
4372,"MacLeod, Miles",,H-Social (18),"#8D6E63","#A1887F",5,,,,2,2,19,0.016609,0.470588,72
4375,"Macdonald, Cynthia",,E-Perception (10),"#F9D849","#FDF176",3,,,,2,1,13,0.014013,0.636364,42
4378,"Machamer, Peter K.",,H-Classics (24),"#D8CCC7","#A1887F",8,,,,4,2,19,0.001181,0.166667,1
4380,"Machery, Edouard",,E-Neurosciences (13),"#DCE875","#FDF176",10,,,,9,3,13,0.023859,0.625616,254
4413,"Magnus, P. D.",,B-Arguments (22),"#97D8A3","#81C884",11,,,,10,3,22,0.015255,0.522282,293
4416,"Maher, Patrick",,C-Probability (9),"#AED681","#AED681",20,,,,11,3,15,0.07943,0.828283,1230
4427,"Maitzen, Stephen",,B-Arguments (22),"#97D8A3","#81C884",2,,,,2,1,12,0.04066,0.420635,159
4433,"Makkreel, Rudolf A.",,H-Philosophy (6),"#A1887F","#A1887F",2,,,,2,1,19,0.004302,0.492647,67
4444,"Mallon, Ron",,E-Mind (11),"#FDF176","#FDF176",3,,,,2,1,13,0.015648,0.397436,31
4456,"Manchak, John Byron",,G-Quantum (14),"#EF8864","#EF8864",10,,,,10,3,26,0.966854,0.852544,4926
4476,"Manor, Ruth",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.024132,0.855462,509
4479,"Mantel, Susanne",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.528218,0.90132,3142
4483,"Marcellesi, Alexandre",,C-Experiment (12),"#C5E2A5","#AED681",2,,,,2,1,9,0.013472,0.486772,184
4486,"Marchionni, Caterina",,F-Explanation (16),"#F7CD7F","#F4B74C",6,,,,3,2,13,0.014371,0.57672,218
4487,"Marconi, Diego",,A-Sentence (7),"#4BA69A","#53B6AC",3,,,,2,1,17,0.028755,0.713415,585
4488,"Marcos, Alfredo",,H-Philosophy (6),"#A1887F","#A1887F",2,,,,2,1,19,0.003201,0.580952,61
4490,"Marcum, James A.",,H-Social (18),"#8D6E63","#A1887F",5,,,,5,2,19,0.019686,0.424242,28
4496,"Mares, Edwin D.",,A-Truth (23),"#439788","#53B6AC",5,,,,5,2,12,0.042479,0.667634,920
4507,"Marion, Mathieu",,A-Mathematical (15),"#53B6AC","#53B6AC",3,,,,2,1,12,0.011453,0.544974,206
4515,"Marquis, Jean-Pierre",,A-Formal (4),"#B2DFDB","#53B6AC",3,,,,2,1,12,0.010028,0.48,144
4518,"Marras, Ausonio",,F-Property (2),"#F4B74C","#F4B74C",7,,,,5,2,4,0.130326,0.710478,1919
4526,"Martens, Rhonda",,H-Classics (24),"#D8CCC7","#A1887F",2,,,,2,1,2,0.00765,0.733333,220
4540,"Martin, John Neil",,A-Formal (4),"#B2DFDB","#53B6AC",3,,,,2,1,17,0.002188,0.333333,7
4552,"Martini, Carlo",,C-Experiment (12),"#C5E2A5","#AED681",4,,,,3,2,9,0.011226,0.404412,55
4559,"Martínez, Manolo",,D-Agent-decision (8),"#DCE875","#DCE875",3,,,,3,2,24,0.015023,0.859606,349
4570,"Maslen, Cei",,F-Causation (19),"#FFDFAC","#F4B74C",2,,,,2,1,9,0.00777,0.875817,134
4577,"Massimi, Michela",,H-Classics (24),"#D8CCC7","#A1887F",10,,,,10,3,2,0.004984,0.566176,77
4578,"Massin, Olivier",,H-Classics (24),"#D8CCC7","#A1887F",2,,,,2,1,4,0.003482,1,1
4580,"Masterton, George",,C-Probability (9),"#AED681","#AED681",5,,,,4,2,15,0.073861,0.764877,1054
4592,"Matthen, Mohan",,E-Evolution (5),"#FEFAC4","#FDF176",6,,,,4,2,25,0.210966,0.815851,2450
4600,"Matthewson, John",,E-Evolution (5),"#FEFAC4","#FDF176",3,,,,3,2,25,0.173323,0.763636,1638
4603,"Mattingly, James",,G-Quantum (14),"#EF8864","#EF8864",4,,,,4,2,26,0.963199,0.787967,4898
4612,"Maurin, Anna-Sofia",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.128865,0.757746,1883
4615,"Maxwell, Nicholas",,B-Scientific-theory (1),"#66BC6A","#81C884",14,,,,3,2,22,0.018031,0.528529,352
4618,"Mayer, Anna-K.",,H-History (0),"#BCAAA4","#A1887F",2,,,,2,1,19,0.024254,0.504202,300
4623,"Mayo, Deborah G.",,C-Experiment (12),"#C5E2A5","#AED681",26,,,,11,3,9,0.017349,0.55761,392
4625,"Mayo-Wilson, Conor",,C-Experiment (12),"#C5E2A5","#AED681",5,,,,4,2,9,0.010903,0.664032,168
4632,"Mazzola, Claudio",,G-Quantum (14),"#EF8864","#EF8864",3,,,,3,2,26,0.75962,0.875789,3053
4635,"McAllister, James W.",,C-Experiment (12),"#C5E2A5","#AED681",20,,,,15,4,9,0.01383,0.753846,245
4636,"McArthur, Daniel James",,B-Scientific-theory (1),"#66BC6A","#81C884",5,,,,5,2,22,0.008876,0.805263,153
4640,"McCain, Kevin",,B-Knowledge (21),"#81C884","#81C884",3,,,,3,2,5,0.594247,0.884658,3950
4659,"McCoy, C. D.",,G-Quantum (14),"#EF8864","#EF8864",2,,,,2,1,26,0.97103,0.844207,4969
4664,"McDaniel, Kris",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.124036,0.816317,1751
4673,"McEvoy, Mark",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.325416,0.937959,1149
4682,"McGivern, Patrick",,F-Property (2),"#F4B74C","#F4B74C",3,,,,2,1,4,0.133298,0.686128,1657
4691,"McHugh, Conor",,B-Knowledge (21),"#81C884","#81C884",4,,,,4,2,5,0.614544,0.799353,4199
4693,"McIntyre, Lee C.",,H-Social (18),"#8D6E63","#A1887F",5,,,,4,2,4,0.001579,0,0
4697,"McKenna, Robin",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.494837,0.693565,2716
4698,"McKenzie, Kerry",,F-Property (2),"#F4B74C","#F4B74C",3,,,,3,2,4,0.190164,0.592163,816
4699,"McKeon, Matthew William",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.150083,0.461538,342
4711,"McLaughlin, Brian P.",,F-Property (2),"#F4B74C","#F4B74C",4,,,,2,1,4,0.108008,0.731888,1384
4715,"McLeish, Christina",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.02556,0.839339,559
4719,"McMullin, Ernan",,B-Arguments (22),"#97D8A3","#81C884",10,,,,3,2,2,0.007077,0.822511,190
4720,"McMyler, Benjamin",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.60376,0.837765,4064
4724,"McOuat, Gordon R.",,H-History (0),"#BCAAA4","#A1887F",2,,,,2,1,19,0.008891,0.821053,156
4733,"Meacham, Christopher J. G.",,C-Probability (9),"#AED681","#AED681",2,,,,2,1,15,0.099562,0.646185,1262
4735,"Meadows, Phillip John",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.139854,0.778089,1669
4739,"Meehl, Paul E.",,C-Experiment (12),"#C5E2A5","#AED681",4,,,,2,1,9,0.01594,0.668561,353
4748,"Meijs, Wouter",,C-Probability (9),"#AED681","#AED681",5,,,,3,2,15,0.093877,0.64829,1611
4752,"Meirav, Ariel",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.12684,0.805092,1834
4754,"Meixner, Uwe",,F-Property (2),"#F4B74C","#F4B74C",4,,,,2,1,4,0.057343,0.931034,378
4763,"Melnyk, Andrew",,F-Property (2),"#F4B74C","#F4B74C",5,,,,3,2,4,0.127181,0.701294,1843
4784,"Merlo, Giovanni",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.065727,0.589372,610
4808,"Meyer, Ulrich",,F-Property (2),"#F4B74C","#F4B74C",3,,,,3,2,4,0.099771,0.892157,1183
4813,"Meynell, Letitia",,E-Perception (10),"#F9D849","#FDF176",2,,,,2,1,16,0,0,0
4814,"Michael, John",,E-Mind (11),"#FDF176","#FDF176",4,,,,2,2,13,0.004252,0.95,114
4816,"Michaelian, Kourken",,B-Knowledge (21),"#81C884","#81C884",3,,,,3,2,5,0.478484,0.974886,2562
4823,"Mikkelson, Gregory M.",,C-Experiment (12),"#C5E2A5","#AED681",3,,,,3,2,25,0.025663,0.405263,77
4832,"Miller, Alexander",,B-Arguments (22),"#97D8A3","#81C884",2,,,,2,1,5,0.096592,0.581028,147
4834,"Miller, Boaz",,B-Knowledge (21),"#81C884","#81C884",4,,,,4,2,5,0.054481,0.428571,45
4838,"Miller, David Marshall",,H-Classics (24),"#D8CCC7","#A1887F",2,,,,2,1,2,0.007298,0.826087,209
4845,"Miller, Kristie",,F-Property (2),"#F4B74C","#F4B74C",5,,,,5,2,4,0.127768,0.792413,1859
4856,"Millstein, Roberta L.",,E-Evolution (5),"#FEFAC4","#FDF176",7,,,,7,3,25,0.212508,0.827173,2484
4857,"Milne, Peter",,C-Probability (9),"#AED681","#AED681",12,,,,3,2,12,0.016405,0.313725,48
4871,"Mirowski, Philip",,H-Social (18),"#8D6E63","#A1887F",4,,,,3,2,19,0.081753,0.643575,1217
4875,"Miscevic, Nenad",,E-Perception (10),"#F9D849","#FDF176",2,,,,2,1,13,0.007285,0.5,33
4884,"Mitchell, Sandra D.",,E-Evolution (5),"#FEFAC4","#FDF176",11,,,,6,2,25,0.037641,0.694737,132
4886,"Mittelstaedt, Peter",,A-Truth (23),"#439788","#53B6AC",8,,,,3,2,26,0.7939,0.894413,3346
4889,"Miyake, Teru",,H-Classics (24),"#D8CCC7","#A1887F",4,,,,4,2,2,0.001877,0.714286,15
4891,"Mizrahi, Moti",,B-Scientific-theory (1),"#66BC6A","#81C884",8,,,,8,3,22,0.015232,0.672348,355
4908,"Moltmann, Friederike",,A-Sentence (7),"#4BA69A","#53B6AC",5,,,,5,2,17,0.024132,0.855462,509
4921,"Montgomery, Richard",,B-Arguments (22),"#97D8A3","#81C884",5,,,,2,1,13,0.005305,0.730769,57
4923,"Montminy, Martin",,A-Sentence (7),"#4BA69A","#53B6AC",4,,,,4,2,17,0.048328,0.679704,643
4924,"Monton, Bradley",,G-Quantum (14),"#EF8864","#EF8864",8,,,,6,2,26,0.976314,0.821949,5018
4927,"Moon, Andrew",,B-Knowledge (21),"#81C884","#81C884",3,,,,3,2,5,0.611138,0.805863,4151
4932,"Moore, Dwayne",,F-Property (2),"#F4B74C","#F4B74C",4,,,,4,2,4,0.083738,0.748227,844
4936,"Moore, Matthew E.",,A-Mathematical (15),"#53B6AC","#53B6AC",2,,,,2,1,12,0.013002,0.636559,296
4942,"Morange, Michel",,E-Evolution (5),"#FEFAC4","#FDF176",2,,,,2,1,25,0.213865,0.787658,2489
4953,"Moretti, Luca",,B-Knowledge (21),"#81C884","#81C884",9,,,,7,3,5,0.315651,0.809201,1073
4957,"Morgan, Mary S.",,F-Explanation (16),"#F7CD7F","#F4B74C",5,,,,5,2,13,0.003964,0.428571,12
4959,"Morganti, Matteo",,F-Property (2),"#F4B74C","#F4B74C",6,,,,5,2,4,0.162828,0.68784,1137
4962,"Mormann, Thomas",,A-Formal (4),"#B2DFDB","#53B6AC",16,,,,7,3,12,0.000315,0,0
4967,"Morris, Kevin",,F-Property (2),"#F4B74C","#F4B74C",4,,,,4,2,4,0.129972,0.726027,1908
4968,"Morris, Stephen G.",,E-Evolution (5),"#FEFAC4","#FDF176",4,,,,4,2,25,0.157628,0.903247,1391
4970,"Morrison, Joe",,B-Scientific-theory (1),"#66BC6A","#81C884",3,,,,3,2,22,0.01407,0.625668,351
4971,"Morrison, Margaret",,G-Particles (3),"#F3AA91","#EF8864",21,,,,12,3,13,0.004775,0.575758,38
4977,"Morton, Adam",,B-Arguments (22),"#97D8A3","#81C884",5,,,,4,2,5,0.029987,1,10
4996,"Moulines, C. Ulises",,A-Formal (4),"#B2DFDB","#53B6AC",13,,,,4,2,12,0.003337,0.363636,24
5003,"Mozersky, Joshua M.",,A-Sentence (7),"#4BA69A","#53B6AC",3,,,,3,2,17,0.021197,0.894624,416
5013,"Muldoon, Ryan",,C-Experiment (12),"#C5E2A5","#AED681",5,,,,3,2,9,0.015048,0.677419,315
5017,"Muller, Frederik A.",,G-Quantum (14),"#EF8864","#EF8864",17,,,,14,4,26,0.077481,0.717949,56
5022,"Mumford, Stephen",,F-Property (2),"#F4B74C","#F4B74C",3,,,,3,2,4,0.12834,0.692336,1870
5023,"Mumma, John",,A-Mathematical (15),"#53B6AC","#53B6AC",2,,,,2,1,12,0.013211,0.640152,338
5033,"Muntersbjorn, Madeline M.",,H-History (0),"#BCAAA4","#A1887F",2,,,,2,1,19,0.010377,0.509804,78
5036,"Munévar, Gonzalo",,H-History (0),"#BCAAA4","#A1887F",2,,,,2,1,19,0.033036,0.472973,315
5056,"Myrvold, Wayne C.",,G-Quantum (14),"#EF8864","#EF8864",13,,,,12,3,26,0.911445,0.854785,4403
5057,"Mäki, Uskali",,H-Social (18),"#8D6E63","#A1887F",7,,,,6,2,19,0.026212,0.42735,150
5061,"Mößner, Nicola",,H-Social (18),"#8D6E63","#A1887F",4,,,,4,2,19,0.086027,0.771751,1366
5070,"Müller, Olaf",,A-Language (17),"#80CBC4","#53B6AC",2,,,,2,1,17,0.008808,0.432749,74
5071,"Müller, Thomas",,A-Formal (4),"#B2DFDB","#53B6AC",11,,,,7,3,9,0.003168,0.619048,13
5098,"Nanay, Bence",,E-Evolution (5),"#FEFAC4","#FDF176",6,,,,6,2,25,0.109609,0.86771,610
5099,"Napoletano, Toby",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.027451,0.719512,590
5109,"Nassar, Dalia",,H-Philosophy (6),"#A1887F","#A1887F",3,,,,2,1,19,0.003988,0.590476,62
5112,"Nathan, Marco J.",,E-Evolution (5),"#FEFAC4","#FDF176",6,,,,5,2,25,0.195515,0.710526,2079
5126,"Needham, Paul",,G-Particles (3),"#F3AA91","#EF8864",23,,,,21,5,13,0.004538,0.714286,75
5141,"Nelson, Kevin",,C-Probability (9),"#AED681","#AED681",2,,,,2,1,15,0.082148,0.774985,1326
5148,"Nersessian, Nancy J.",,H-Social (18),"#8D6E63","#A1887F",12,,,,4,2,19,0.014937,0.475,57
5149,"Neta, Ram",,B-Knowledge (21),"#81C884","#81C884",3,,,,3,2,5,0.614193,0.813046,4188
5157,"Newen, Albert",,E-Mind (11),"#FDF176","#FDF176",6,,,,4,2,13,0.003825,0.802198,73
5162,"Newman, Mark P.",,F-Explanation (16),"#F7CD7F","#F4B74C",7,,,,7,3,13,0.00478,0.6,33
5163,"Newman, William R.",,H-Classics (24),"#D8CCC7","#A1887F",2,,,,2,1,2,0.007809,0.776667,233
5167,"Ney, Alyssa",,G-Quantum (14),"#EF8864","#EF8864",3,,,,3,2,26,0.772268,0.820272,3140
5170,"Nguyen, James",,F-Explanation (16),"#F7CD7F","#F4B74C",2,,,,2,1,13,0.018178,0.592803,313
5174,"Nichols, Shaun",,E-Mind (11),"#FDF176","#FDF176",4,,,,4,2,13,0.005574,0.67619,142
5181,"Niebergall, Karl-Georg",,A-Formal (4),"#B2DFDB","#53B6AC",3,,,,3,2,12,0.014388,0.326613,162
5193,"Niiniluoto, Ilkka",,C-Confirmation (20),"#DCEDC8","#AED681",32,,,,9,3,22,0.005436,0.848485,56
5196,"Nimtz, Christian",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.03219,0.639614,662
5198,"Nissan-Rozen, Ittay",,C-Probability (9),"#AED681","#AED681",3,,,,3,2,15,0.080372,0.679245,972
5206,"Nolan, Daniel",,B-Scientific-theory (1),"#66BC6A","#81C884",2,,,,2,1,22,0.008992,0.649351,150
5211,"Noordhof, Paul",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.124571,0.739959,1787
5221,"Norris, Christopher",,B-Arguments (22),"#97D8A3","#81C884",2,,,,2,1,22,0.009285,0.424837,65
5225,"North, Jill",,G-Quantum (14),"#EF8864","#EF8864",3,,,,3,2,26,0.916677,0.771028,4455
5226,"Northcott, Robert",,C-Experiment (12),"#C5E2A5","#AED681",5,,,,5,2,9,0.007902,0.536842,102
5231,"Nortmann, Ulrich",,A-Truth (23),"#439788","#53B6AC",4,,,,2,1,12,0.032226,0.577236,497
5233,"Norton, John D.",,G-Quantum (14),"#EF8864","#EF8864",32,,,,18,4,26,0.314834,0.766532,568
5236,"Nottelmann, Nikolaj",,B-Knowledge (21),"#81C884","#81C884",3,,,,3,2,5,0.494289,0.880883,2714
5239,"Novaes, Catarina Dutilh",,A-Truth (23),"#439788","#53B6AC",3,,,,3,2,12,0.042635,0.596633,886
5265,"O'Connor, Cailin",,D-Agent-decision (8),"#DCE875","#DCE875",4,,,,4,2,24,0.014975,0.847291,344
5272,"O'Malley, Maureen A.",,E-Evolution (5),"#FEFAC4","#FDF176",3,,,,2,1,25,0.220684,0.778137,2648
5276,"O'Neill, John",,A-Mathematical (15),"#53B6AC","#53B6AC",5,,,,2,1,19,0.002579,1,3
5287,"Oberdan, Thomas",,A-Language (17),"#80CBC4","#53B6AC",5,,,,3,2,19,0.001429,0.380952,8
5289,"Oberheim, Eric",,H-Social (18),"#8D6E63","#A1887F",3,,,,3,2,19,0.039573,0.678161,295
5293,"Oddie, Graham",,A-Truth (23),"#439788","#53B6AC",8,,,,3,2,24,0.021929,0.592803,313
5295,"Odenbaugh, Jay",,E-Evolution (5),"#FEFAC4","#FDF176",6,,,,6,2,25,0.217889,0.758448,2581
5296,"Oderberg, David S.",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.115729,0.862295,1578
5302,"Okasha, Samir",,E-Evolution (5),"#FEFAC4","#FDF176",18,,,,18,4,25,0.207347,0.855856,2375
5320,"Olsson, Erik J.",,B-Knowledge (21),"#81C884","#81C884",15,,,,11,3,15,0.141243,0.428986,444
5342,"Otsuka, Jun",,E-Evolution (5),"#FEFAC4","#FDF176",3,,,,2,2,25,0.204878,0.830991,2306
5349,"Overton, James A.",,F-Explanation (16),"#F7CD7F","#F4B74C",2,,,,2,1,13,0.020812,0.501502,334
5359,"Padovani, Flavia",,H-Philosophy (6),"#A1887F","#A1887F",2,,,,2,1,19,0.001796,0.75,21
5363,"Pagin, Peter",,A-Language (17),"#80CBC4","#53B6AC",6,,,,5,2,17,0.010393,0.342105,65
5366,"Pagès, Joan",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.11982,0.782284,1678
5368,"Palermos, Spyridon",,B-Knowledge (21),"#81C884","#81C884",4,,,,4,2,5,0.537404,0.932301,3250
